pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
262,Mightyena,3,Normal,Bite Pokémon,1,Dark,Does not have,1.0,37.0,3,Intimidate,Quick Feet,Moxie,70,90,70,60,60,70,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
263,Zigzagoon,3,Normal,TinyRaccoon Pokémon,1,Normal,Does not have,0.4,17.5,3,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
263,Galarian Zigzagoon,3,Normal,Tiny Raccoon Pokémon,2,Dark,Normal,0.4,17.5,3,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
264,Linoone,3,Normal,Rushing Pokémon,1,Normal,Does not have,0.5,32.5,3,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
264,Galarian Linoone,3,Normal,Rushing Pokémon,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
265,Wurmple,3,Normal,Worm Pokémon,1,Bug,Does not have,0.3,3.6,2,Shield Dust,Does not have,Run Away,45,45,35,20,30,20,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
266,Silcoon,3,Normal,Cocoon Pokémon,1,Bug,Does not have,0.6,10.0,1,Shed Skin,Does not have,Does not have,50,35,55,25,25,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
267,Beautifly,3,Normal,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,Does not have,Rivalry,60,70,50,100,50,65,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
268,Cascoon,3,Normal,Cocoon Pokémon,1,Bug,Does not have,0.7,11.5,1,Shed Skin,Does not have,Does not have,50,35,55,25,25,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,3,Normal,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,Does not have,Compound Eyes,60,50,70,50,90,65,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,Lotad,3,Normal,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
271,Lombre,3,Normal,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
272,Ludicolo,3,Normal,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
273,Seedot,3,Normal,Acorn Pokémon,1,Grass,Does not have,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,3,Normal,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
275,Shiftry,3,Normal,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
276,Taillow,3,Normal,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,Does not have,Scrappy,40,55,30,30,30,85,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
277,Swellow,3,Normal,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,Does not have,Scrappy,60,85,60,75,50,125,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
278,Wingull,3,Normal,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
279,Pelipper,3,Normal,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,60,50,100,95,70,65,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
280,Ralts,3,Normal,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,28,25,25,45,35,40,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
281,Kirlia,3,Normal,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,38,35,35,65,55,50,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Gardevoir,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,68,65,65,125,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
283,Surskit,3,Normal,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,Does not have,Rain Dish,40,30,32,50,52,65,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
284,Masquerain,3,Normal,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,Does not have,Unnerve,70,60,62,100,82,80,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,3,Normal,Mushroom Pokémon,1,Grass,Does not have,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,60,40,60,40,60,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,3,Normal,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
287,Slakoth,3,Normal,Slacker Pokémon,1,Normal,Does not have,0.8,24.0,1,Truant,Does not have,Does not have,60,60,60,35,35,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,Vigoroth,3,Normal,Wild Monkey Pokémon,1,Normal,Does not have,1.4,46.5,1,Vital Spirit,Does not have,Does not have,80,80,80,55,55,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,Slaking,3,Normal,Lazy Pokémon,1,Normal,Does not have,2.0,130.5,1,Truant,Does not have,Does not have,150,160,100,95,65,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
290,Nincada,3,Normal,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,Does not have,Run Away,31,45,90,30,30,40,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,Ninjask,3,Normal,Ninja Pokémon,2,Bug,Flying,0.8,12.0,2,Speed Boost,Does not have,Infiltrator,61,90,45,50,50,160,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,3,Normal,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,Does not have,Does not have,1,90,45,30,30,40,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
293,Whismur,3,Normal,Whisper Pokémon,1,Normal,Does not have,0.6,16.3,2,Soundproof,Does not have,Rattled,64,51,23,51,23,28,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,Loudred,3,Normal,Big Voice Pokémon,1,Normal,Does not have,1.0,40.5,2,Soundproof,Does not have,Scrappy,84,71,43,71,43,48,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,Exploud,3,Normal,Loud Noise Pokémon,1,Normal,Does not have,1.5,84.0,2,Soundproof,Does not have,Scrappy,104,91,63,91,73,68,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
296,Makuhita,3,Normal,Guts Pokémon,1,Fighting,Does not have,1.0,86.4,3,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
297,Hariyama,3,Normal,Arm Thrust Pokémon,1,Fighting,Does not have,2.3,253.8,3,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
298,Azurill,3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
299,Nosepass,3,Normal,Compass Pokémon,1,Rock,Does not have,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
300,Skitty,3,Normal,Kitten Pokémon,1,Normal,Does not have,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
301,Delcatty,3,Normal,Prim Pokémon,1,Normal,Does not have,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
302,Sableye,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,50,75,75,65,65,50,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
303,Mawile,3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
304,Aron,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
305,Lairon,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Aggron,3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
307,Meditite,3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,Does not have,Telepathy,30,40,55,40,55,60,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Medicham,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,Does not have,Telepathy,60,60,75,60,75,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
309,Electrike,3,Normal,Lightning Pokémon,1,Electric,Does not have,0.6,15.2,3,Static,Lightning Rod,Minus,40,45,40,65,40,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,3,Normal,Discharge Pokémon,1,Electric,Does not have,1.5,40.2,3,Static,Lightning Rod,Minus,70,75,60,105,60,105,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,3,Normal,Cheering Pokémon,1,Electric,Does not have,0.4,4.2,2,Plus,Does not have,Lightning Rod,60,50,40,85,75,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,3,Normal,Cheering Pokémon,1,Electric,Does not have,0.4,4.2,2,Minus,Does not have,Volt Absorb,60,40,50,75,85,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,3,Normal,Firefly Pokémon,1,Bug,Does not have,0.7,17.7,3,Illuminate,Swarm,Prankster,65,73,75,47,85,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,3,Normal,Firefly Pokémon,1,Bug,Does not have,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
316,Gulpin,3,Normal,Stomach Pokémon,1,Poison,Does not have,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
317,Swalot,3,Normal,Poison Bag Pokémon,1,Poison,Does not have,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
318,Carvanha,3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,Does not have,Speed Boost,45,90,20,65,20,65,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Sharpedo,3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,Does not have,Speed Boost,70,120,40,95,40,95,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
320,Wailmer,3,Normal,Ball Whale Pokémon,1,Water,Does not have,2.0,130.0,3,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
321,Wailord,3,Normal,Float Whale Pokémon,1,Water,Does not have,14.5,398.0,3,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
322,Numel,3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Camerupt,3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
324,Torkoal,3,Normal,Coal Pokémon,1,Fire,Does not have,0.5,80.4,3,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
325,Spoink,3,Normal,Bounce Pokémon,1,Psychic,Does not have,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
326,Grumpig,3,Normal,Manipulate Pokémon,1,Psychic,Does not have,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
327,Spinda,3,Normal,Spot Panda Pokémon,1,Normal,Does not have,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
328,Trapinch,3,Normal,Ant Pit Pokémon,1,Ground,Does not have,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
329,Vibrava,3,Normal,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,Does not have,Does not have,50,70,50,50,50,70,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
330,Flygon,3,Normal,Mystic Pokémon,2,Ground,Dragon,2.0,82.0,1,Levitate,Does not have,Does not have,80,100,80,80,80,100,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
331,Cacnea,3,Normal,Cactus Pokémon,1,Grass,Does not have,0.4,51.3,2,Sand Veil,Does not have,Water Absorb,50,85,40,85,40,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,Cacturne,3,Normal,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,Does not have,Water Absorb,70,115,60,115,60,55,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,Swablu,3,Normal,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,2,Natural Cure,Does not have,Cloud Nine,45,40,60,40,75,50,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
334,Altaria,3,Normal,Humming Pokémon,2,Dragon,Flying,1.1,20.6,2,Natural Cure,Does not have,Cloud Nine,75,70,90,70,105,80,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
335,Zangoose,3,Normal,Cat Ferret Pokémon,1,Normal,Does not have,1.3,40.3,2,Immunity,Does not have,Toxic Boost,73,115,60,60,60,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
336,Seviper,3,Normal,Fang Snake Pokémon,1,Poison,Does not have,2.7,52.5,2,Shed Skin,Does not have,Infiltrator,73,100,60,100,60,65,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
337,Lunatone,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.0,168.0,1,Levitate,Does not have,Does not have,90,55,65,95,85,70,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
338,Solrock,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.2,154.0,1,Levitate,Does not have,Does not have,90,95,85,55,65,70,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
339,Barboach,3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
340,Whiscash,3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
341,Corphish,3,Normal,Ruffian Pokémon,1,Water,Does not have,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
342,Crawdaunt,3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
343,Baltoy,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,Does not have,Does not have,40,40,55,40,70,55,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
344,Claydol,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108.0,1,Levitate,Does not have,Does not have,60,70,105,70,120,75,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
345,Lileep,3,Normal,Sea Lily Pokémon,2,Rock,Grass,1.0,23.8,2,Suction Cups,Does not have,Storm Drain,66,41,77,61,87,23,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
346,Cradily,3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,Does not have,Storm Drain,86,81,97,81,107,43,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
347,Anorith,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,Does not have,Swift Swim,45,95,50,40,50,75,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
348,Armaldo,3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,Does not have,Swift Swim,75,125,100,70,80,45,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
349,Feebas,3,Normal,Fish Pokémon,1,Water,Does not have,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
350,Milotic,3,Normal,Tender Pokémon,1,Water,Does not have,6.2,162.0,3,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
351,Castform,3,Normal,Weather Pokémon,1,Normal,Does not have,0.3,0.8,1,Forecast,Does not have,Does not have,70,70,70,70,70,70,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
351,Castform Sunny Form,3,Normal,Weather Pokémon,1,Fire,Does not have,0.3,0.8,1,Forecast,Does not have,Does not have,70,70,70,70,70,70,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
